TWEET,RELEVANT,
RT @ChiNeighbor: #OnThisDay Chicago 1893 Trib. Crowd almost lynches African American after a fight broke out with a white man. He was rescuâ€_,0,
RT @cbschicago: Lawyers representing Chicago police officers say Kim Foxx is being sued for an alleged connection to an activist known forâ€_,0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
"RT @WeAreComputing: Powering imaginations through computing CPD: @amazingict, who has recently become a course facilitator for the NCCE, teâ€_",0,
"RT @faclOntario: DON'T FORGET: FACL's GTA North Panel Event: ""Stories, Tales, and Reflections from Asian Women in the Law"" is in less thanâ€_",0,
RT @OEBoysVball: Get out the brooms! All levels get the sweet tonight against Romeoville! #CPD https://t.co/rpc2VlxVDV,0,
"RT @DawnHasbrouck: Happening now: Chicago Police following a large crowd of kids on Michigan Avenue.... right now.Cop on horseback andâ€_",1,
"RT @ChicagosFines19: Man Arrested After Shooting #ChicagoPolice Car With AK-47#RT with your #Opinion_Ÿ‘‡Link to story https://t.co/1Q9J4Vâ€_",1,
RT @MakingMidwives: #ProfessionalMidwiferyAdvocate CPD dates available for 2019-20 @LJMU @ljmu #AEQUIP Please RT @drtraceyc @dunkleybent @Jâ€_,0,
"4 days away! Thereâ€™s still time to register for our #MoodDisorders workshop, April 30 in Toronto. Learn practical,â€_ https://t.co/dsmB7r7FOT",0,
"â˜… ""The Battle Over Teaching Chicagoâ€™s Schools About Police Torture and Reparations"" https://t.co/JUd9GeT7TV (via @pocket) longreads",1,
"RT @kyledcheney: People who sat for interviews: Stephen Miller (at least 3x), Steve Bannon (at least 4x), Reince Priebus (at least 3x) andâ€_",0,
"RT @robmarki: Nursing needs workforce plan that's fit for purpose which dovetails with nurse education, addresses  recruitment, retentionâ€_",0,
"Sydney Formal CPD Workshop â€“ 18 May 2019. Automatic Pedestrian Doors â€“ Aged Care Facility Design, Presented by - Caâ€_ https://t.co/jO5F6F3KaQ",0,
"RT @K__McG: @NaderDIssa Is it called ""mayhem popping off"" when drunk white folks run through they streets of Wrigleyville after Cubs games?â€_",0,
We are delighted to offer you an exciting CPD event at Inspire 2 Learn on the 24th September 2019. Professor Mike Aâ€_ https://t.co/4DZGrXtdsz,0,
RT @joecollier111: Disappointing start to the season on board the CPD Kawasaki this weekend. After a not so great Qualifying I had a lot ofâ€_,0,
Ah poor @JussieSmollett having night terrors after lying to Chicago police about a fake hate crime. I feel so bad tâ€_ https://t.co/8iGB7ke95X,1,
"CHAOS IN CHICAGO: â€˜Hundreds of Teensâ€™ Take Over Downtown, Ignore Police, Fight in Streets â€œHundredsâ€ù of unruly teenâ€_ https://t.co/I5ek5LiErg",1,
RT @JaVonniBrustow: Chicago activist Jedidiah Brown @livelifefreed has court today for supposedly beating up a group of police last yr. _Ÿ˜_ Wâ€_,1,
"RT @NewsBreaking: DEVELOPING: Police conduct frantic search for missing boy, 5, in suburban Chicagohttps://t.co/JJ7p3SBw3z",1,
RT @RaferWeigel: Confirmed by @Chicago_Police a conceal and carry permit holder fatally shoots a carjacker attempting to steal his car on Câ€_,0,
"RT @SamiStrutt: Want something to do this weekend to collect 1 CPD Credit? Complete the Members Choice survey and help select the Continuâ€_",0,
"RT @wiltfongjr: NFL reveals that Charles Tillman ad Olin Kreutz will announce the Bears 2nd-round and 3rd-round picks respective. For whaâ€_",0,
"@MidasHousePress Homicide detective Kim Phillips isnâ€™t like the other officers of the CPD. Sheâ€™s quiet, isolated, &amp;â€_ https://t.co/qUEcGlY54i",1,
CPD officers recognized for saving a life! Click the link for more details https://t.co/mdBHoIeT0c #cpdâ€_ https://t.co/Uxnsn2MfGa,1,
"Sorry our cityâ€™s police force harshed your mellow way back then, Glenn!https://t.co/pyMMFm2e9o",1,
Chicago voted for a cop for mayor and best believe we'll continue to have less money to improve our city because ofâ€_ https://t.co/cV3runvbGd,1,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
"RT @kymscott5: If you believe in genuinely child-centred learning, would like to work with a fabulous, supportive SLT, who are committed toâ€_",0,
"RT @cbschicago: Still No Sign Of A.J. Freund, Four Days After He Was Reported Missing; Police Say Mom NotÂ Cooperating https://t.co/WDBmEpDSâ€_",0,
RT @NoadsHistEsn: Itâ€™s not too late to book your place. Superb CPD opportunity with @VESPAmindset @Noadswood_Sch https://t.co/61VP1OMFRa,0,
Parents charged with murder of Crystal Lake 5-year-old AJ Freund https://t.co/SNTRpTNd6U,0,
@CookCountySAO BEING FOLLOWED COVERTLY ELECTRONICALLY HARASSED POISONED &amp; SETUP TO BE FRAMED BY RACIST FBI USING LOâ€_ https://t.co/v90ZbPtuV8,0,
RT @KezHolden: Fantastic to meet @breathe_happy_ today from @uogACP. We are all feeling excited to start work on developing our IPC Mastersâ€_,0,
"RT @AtlNewsNow: Chicago rapper G Herbo was arrested in northeast Atlanta on Wednesday after he allegedly assaulted the mother of his child,â€_",0,
"RT @_miguelini_: Hate this CPD propaganda spreading around lately using primarily WoC as an attempt to humanize police officers, this one iâ€_",1,
"RT @CPDEnforcers: With the #nfldraft coming up tonight, we would like to recognize former and current @cpdenforcers who have had stints witâ€_",0,
"RT @LtGovMickey: STILL MISSING...Kierra Coles, 26, three months pregnant at the time of her disappearance on 10.02.2018. Kierra is a US Poâ€_",0,
RT @ewarren: To ignore a Presidentâ€™s repeated efforts to obstruct an investigation into his own disloyal behavior would inflict great and lâ€_,0,
"As @BeachwoodReport just reminded me, this story is what led to further investigative reporting on CPD and then theâ€_ https://t.co/eSYsskRqau",1,
"RT @TheNoahOption: Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police â€“ CBS Chicago. Spawn of Smollet: Police hâ€_",1,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
"RT @_miguelini_: Hate this CPD propaganda spreading around lately using primarily WoC as an attempt to humanize police officers, this one iâ€_",1,
"RT @shestokas: #KimFoxx Colluding with Defendant in Criminal Case Is a 'Punch and a Kick' to His Police Victims, Officers Say https://t.co/â€_",1,
@NeilClark66 @bothandeach I had mine froze...personal and business whole on CPD... stop protecting Them till you protect us..,1,
"RT @ishier_raote: If I'm reading this right, rings of CCDC186 at a TGN/iDCV, recruit a tether (EARP) for retrograde membrane. Cargoes (CPD)â€_",0,
Our #copywriting CPD course returns in June. This popular course is a v practical introduction to writing effectiveâ€_ https://t.co/q41Z2WzmCc,0,
RT @Ashlee_Rezin: An off-duty Chicago police sergeant is being investigated by internal affairs for his potential interference at the crimeâ€_,1,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
RT @deray: The Chicago Police Union (FOP) is attacking District Attorney Kim Foxx because she refuses to participate in their schemes. httpâ€_,1,
"RT @MSUIMS: Come n join us for another series of Continuing Medical Education (CME) on OBSTRUCTIVE SLEEP APNEA by Dr Johnson Ng Wee Siang,â€_",0,
"""cpd is great until""...",0,
RT @EHUProfLearning: What are your priorities for professional learning? We'd love to hear from you about what you feel are the most importâ€_,0,
"@archivehour Q3. Decent salaries, recognition of skills, development opportunities (CPD, training, etc.), progressiâ€_ https://t.co/op7orPqC0b",0,
RT @TalbertSwan: .@Chicago_Police Superintendent Eddie Johnson had no comment on his officers physically assaulting a 16-year-old girl andâ€_,1,
"RT @EricTendian: Idea:1. You hear a siren(s)2. You go to @CrimeIsDown's app, it asks for the location you heard them at (or you give consâ€_",0,
"RT @sahluwal: Chicago police kicked, tased, &amp; dragged a 16 year-old black girl down a flight of stairs at Marshall HS after she refused toâ€_",1,
"RT @womensmarchIL: In Chicago, Sat. night, @WomensMarch leaders from across the country formed a line to separate a large group of black teâ€_",0,
"RT @YourAAT: Find our local AAT branch, network with professionals and attend free CPD events https://t.co/TltssIoFVq https://t.co/utPCk116â€_",0,
RT @nbcchicago: UPDATE: Police sources say that five human hearts may have been found behind a Loop building https://t.co/hvigIpuKrJ https:â€_,0,
@Rand_al_Thor_19 whatâ€™s going on in your state bro? These Democratic States And Cities are becoming a complete disgâ€_ https://t.co/vkIisruJas,0,
@JamieWill4ms @Wrexham_AFC @kierank93 Mateee my voice still sounds like a chicken thatâ€™s had its throat slit _Ÿ˜‚ class day all together,0,
"RT @Strickomaster: School improvement in a simple tweet- Sort behaviour - Invest in staff CPD- Build relationships- Sort your curriculuâ€_",0,
RT @EarlyYearsWendy: @EarlyYearsWendy @RainbowBathgate @LilRedNursery @ShanaLaffy @quaysnursery sharing the amazing @kathybrodie Early Yearâ€_,0,
RT @nbcchicago: UPDATE: Police sources say that five human hearts may have been found behind a Loop building https://t.co/hvigIpuKrJ https:â€_,0,
@eliistender10 My anxiety has been quite bad recently &amp; as we get closer to going back to school it is getting worsâ€_ https://t.co/VHbp4m1x9V,0,
@TheDarshVader Who is that dude wearing a Chicago police jacket? #narc,1,
"RT @ajplus: The family of a Chicago mother who was killed by a stolen minivan during a police pursuit was just awarded $21M.A lawsuit saiâ€_",1,
Anytime I attend a CPD I realize the accounting dier it be plenty._Ÿ_£,0,
The perfect Easter webinar with the amazing Jo Hinde.. Are you watching with us? Let us know.. #cpd https://t.co/CQPvnjhRvV,0,
RT @bulldoghill: The head of the Environmental Protection Agency failed to disclose lobbying work he did for a company that is regulated byâ€_,0,
RT @UNILAG_EFIWE: Send a mail to @cenbank's Consumer Protection Department  (CPD) viaÂ cpd@cbn.gov.ng with all the relevant details and COPYâ€_,0,
RT @TheBDA: _Ÿ†“ Are you aware of your responsibilities with respect to child protection? Learn more from this 3hrs verifiable Child Protectioâ€_,0,
@TIA_EWING @Chicago_Police Why they never interviewed dude,1,
"Justice Chicago StyleHow a Corrupt Chicago Cop Framed Dozens of People | The Backstory | The New Yorkerâ€_ https://t.co/HJvtmwNFpB",1,
"RT @Stoneage_Ed: Not bad for an evenings work :) Will lord is the master flintknapper,    but the rest of the team are always working onâ€_",0,
4 days left to get the Super Early Bird price (25% off!) for our Summer School courses! Oure Embedding EAL Assessmeâ€_ https://t.co/h2018nSH2v,0,
Try some CPD! #Tuesdaymotivation https://t.co/7ESHUMUlnm    #quidostraining #quidoscpd #onlinecpd #onlinetrainingâ€_ https://t.co/MXWcKXT8hK,0,
"Free #CPD event 'Part L updae for #SAP &amp; Part B #FireSafety in 3 Storey Dwellings with Open Accomodation', on 2nd Mâ€_ https://t.co/B9dmNeQ2t5",0,
RT @kenolin1: If you eat @jimmyjohns youâ€™re putting money in this despicable human beingâ€™s bank account. He uses that money to â€œhuntâ€ù theseâ€_,0,
"RT @MEIMaths: We offer a discount for @MEIConference to full time students (under/postgraduate) &amp; those in initial teacher trainingIf youâ€_",0,
RT @policeofficer: DC Police Department Buys Mom Groceries After â€˜Operation Pay It Forwardâ€™ Challenge From Chicago Police #HiTechCJ https:/â€_,0,
RT @tes: Help teachers in Zambia while also examining your own approach to pedagogy â€“ join @tes and @Camfed in Sheffield on 8 June or Londoâ€_,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
RT @ShareSheffield: Would you like to join our team here at Share? We currently have volunteer opportunities for therapists. If you would lâ€_,0,
@EmilyAhmed_ @CocreateWelfare @stmaryguildhall @GemmaSPearce @Paul_IDTU @ndholliday @Doula_Lisa @lorrainewolfen1â€_ https://t.co/cq6GR1h9ob,0,
RT @EdPsychFalkirk: Find out more on Falkirk CPD manager. Up &amp; coming CPD events this May from the EPS #EPSevents #BuildingCapacity https:/â€_,0,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",0,
Planning for https://t.co/upyEkyxZr9 #indianheadmassage #champissage #champi #holistichealthâ€_ https://t.co/gAs5auCh8C,0,
RT @LionelMedia: Whoâ€™s in charge? https://t.co/H9ILCLPCoS,0,
RT @redmanwinoshoes: Great CPD leaves you happy and wanting to make changes. Thank you @elly_barnes @EducateCelebrat #teacherlife,0,
"RT @LaSalleEd: Have you recently attended MathsConf or one of our CPD days?These are both free with Complete Maths membership!By combinâ€_",0,
RT @fox32news: Chicago police looking for teen who's been missing for more than two weeks https://t.co/JFmSQaaUWY https://t.co/nUzCShrZ0v,1,
RT @RaferWeigel: Confirmed by @Chicago_Police a conceal and carry permit holder fatally shoots a carjacker attempting to steal his car on Câ€_,0,
Chicago and @Chicago_Police paying him like $90k a year to run his ugly mouth https://t.co/pNZ7eKq44h,1,
RT @CincyPD_Robinso: CPDâ€™s Marcy Lamb puts on another great community event - Easter Egg hunt at the P&amp;G  Redâ€™s Youth Academy Complex in Boâ€_,0,
"RT @ABC7Chicago: The two brothers who Chicago police said were involved in an allegedly staged attack on ""Empire"" actor Jussie Smollett havâ€_",1,
@MikeJon95110294 @FOP7Chicago Thank those men and women on CPD that patrol your resource draining neighborhood.  Itâ€_ https://t.co/TPSbWdentM,1,
"RT @cbschicago: Hundreds Of Teens Run Through Downtown Chicago, Fighting And DisobeyingÂ Police https://t.co/fFVt00p3aI https://t.co/UnMig6Qâ€_",1,
Opinion: after Foxx misled the public regarding her recusal and played the race card against the entire Chicago polâ€_ https://t.co/PvCRZa6NL2,1,
@ChicagoZone1 @NaderDIssa If only there was a way to magically get $113 Million to put towards after school programâ€_ https://t.co/Hq3xYWAc6e,0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
"People smoking on the train everyday and major delays due to police activity every other day, the Redline has reallâ€_ https://t.co/cgEhpyqTbB",1,
The girl was in the area of the 3200 block of West 53rd Street around 3 p.m. when a man grabbed her and forced herâ€_ https://t.co/g7jMAnVMg5,0,
"RT @MDTea_podcast: Our website https://t.co/vrK7bFvViK has:1) All the episodes2) All the CPD log for your reflections3) All the free infâ€_",0,
"Our #free roadshows are all through May (16th, 23rd and 30th) in #Warrington, #Fife and #Worcester. Email: ukroadâ€_ https://t.co/SEHzwBtoXE",0,
"@usuck2me Wanna know something ironic?I vape CPD oil.  I pretty much have some at least once a day.Except Saturâ€_ https://t.co/CyOacVlGn6",0,
@major_bux @CNN Yes. CPD cut a deal with the brothers in return for their full cooperation and testimony against Smâ€_ https://t.co/PXrIfX0A3c,1,
"Door and hatch removal skills card updated, simple but important skills. #cpd #extrication",0,
"RT @chicagotribune: Happy birthday, Ava. https://t.co/NCQfEXC00Q",0,
RT @shestokas: #KimFoxx allowed probation for convicted killer rather than 30 year sentence. Victim's family wants to know why son's killerâ€_,1,
FREE DOWNLOAD! #Metacognition Questions - Teacher Prompt Cards! https://t.co/bzLPmdidji #SLTchat #edtech #CPDâ€_ https://t.co/TleT5qK3OT,0,
"RT @koresystem: KORE &amp; @DaikinIreland are pleased to present Exceeding #nZEB #CPD Roadshow. Coming to Cork this May 16th, explore the requiâ€_",0,
RT @AltThesis: BPD sounds about as garbage as Chicago Police. Further proof that police do not care about rape or women and why they need tâ€_,1,
"A group Chicago police officers is taking Cook County Stateâ€™s Attorney Kim Foxx to court, asking for her to be remoâ€_ https://t.co/aT5qvXFesV",1,
"@BillWongOT @OTalk_ I have a diary page for each month per year: colour code activities, training, and noteworthy iâ€_ https://t.co/qbnDyPBkqK",0,
"Vehicles left running in #Bridgeport, Heart of #Chicago reported #stolen: #police - Apr 19 @ 3:26 AM ET  https://t.co/WllOphyAde",0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
RT @STEMLearningUK: The STEM Technicians Festival is an opportunity to enjoy new aspects of STEM in an amazing environment by presenters whâ€_,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
RT @OCR_Maths: Free #CoreMaths #CPD this Thursday from @Advanced_Maths! Sign up at https://t.co/EGMNRKCbcx to their online webinar on the Oâ€_,0,
"RT @NurseEducToday: We need a long-term plan for the nursing workforce. Nurse education , funding, CPD &amp; leadership key to this @annemarierâ€_",0,
"RT @AtlNewsNow: Chicago rapper G Herbo was arrested in northeast Atlanta on Wednesday after he allegedly assaulted the mother of his child,â€_",0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..â€_",1,
RT @Julia_Poger: @microcebe @aiiconline Followed by the #KnowYourWorth: Understanding #Marketing and #Negotiating for #Interpreters seminarâ€_,0,
"RT @seanhannity: WATCH: â€œChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stopâ€_",1,
"RT @AtlNewsNow: Chicago rapper G Herbo was arrested in northeast Atlanta on Wednesday after he allegedly assaulted the mother of his child,â€_",0,
RT @PGAScotland: There are places available for a CPD course aimed at helping PGA pros to demonstrate their impact at facilities using theâ€_,0,
"RT @Little_Physio: Please Retweet: Looking to host a sports trauma course on 22/23 June. Just sounding out if we have interest. Â£472 apprâ€_",0,
"1 dead, 14 hospitalized for suspected heroin overdoses in East Garfield Park https://t.co/ShPp0xqSrZ",0,
RT @HDSurveyors: Are you a newly qualified Building Surveyor looking for a career step that offers genuine progression within a friendly anâ€_,0,
RT @FightonUSA: Communist Black Activist Kim Foxxâ€™s office is currently prosecuting 32-year-old Brown for allegedly assaulting Chicago poliâ€_,1,
"RT @RollingStone: Why Ava DuVernay put her producing power behind #TheRedLine, CBSâ€™ new drama about a police shooting in Chicago https://t.â€_",0,?
RT @shestokas: #KimFoxx allowed probation for convicted killer rather than 30 year sentence. Victim's family wants to know why son's killerâ€_,1,
RT @Well_Regulated_: Members of our well regulated militia fire their handgun while cleaning it in their apartment. They fire through a walâ€_,0,
@ChicagoCAPS14 @wnbachicagosky @Chicago_Police @33katielou @WNBA My daughter is a Notre Dane fan but happy to welcoâ€_ https://t.co/JkWV2DzPGD,1,
"Maggie Hickey, a former Illinois executive inspector general and now partner at Schiff Hardin, will monitor how theâ€_ https://t.co/PQ1nkf1Xph",0,
!!` VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. Câ€_ https://t.co/59xiGZrvCK,0,
"_Ÿ—£ *ANNOUNCEMENT*We have a FREE mastery day coming up in Aberdeen next month!Grab your tickets ASAP âè±â€_ https://t.co/gUoII7CuxA",0,
"RT @whaleswarrior: Wanna hear exciting?This CPD Officer, as he approaches,gets on his OVERHEAD SPEAKER &amp; simply says ""Go Q""!Do you have Aâ€_",1,
Remembered to log my CPD for @ITIUK just in time before the 30 April deadline! https://t.co/lWLU1zeADQ,0,
"RT @WiltsCountyFA: NEXT CPD EVENT | The next CPD event aimed at coaches at Level 1, 2 &amp; 3 will take place on Sun 16/06/2019 (10-1pm) at @Beâ€_",9,
BEING FOLLOWED COVERTLY ELECTRONICALLY HARASSED POISONED &amp; SETUP TO BE FRAMED BY RACIST FBI USING LOW LIFE INDIVIDUâ€_ https://t.co/ITBKoFsjWa,9,
RT @gtSpecifier: Congrats New York for passing 'The Climate Mobilization Act'- ALL new building will have to have a Green Roof - https://t.â€_,9,
"@CurtisScoon Disobeying the racist Chicago police department, now that's funny.",1,
"Young man gunned down in his driveway. Two children inside. Fight breaks out as police are on scene, investigator hâ€_ https://t.co/1P9Lk8ShDZ",1,
"RT @ChicagoCAPS14: If shirts at Coachella cost $200, then surely these stylish @cpdmemorial shirts straight from the runway are a steal forâ€_",1,
"@NaderDIssa Typical CPD when itâ€™s a bunch of unruly teenagers itâ€™s bring down the iron fist, yet when itâ€™s somethinâ€_ https://t.co/Q1XeqYBIyP",1,
Falcon Heavy Launch Close up via NASA https://t.co/RQw5laUK41,0,
RT @MineEYMind: First I was excited at attending - now I've been invited to speak at this event on 2nd May at @_CREC ! I'm really looking fâ€_,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
"RT @AshaRangappa_: BTW, Barr has this info in black and white straight from Mueller when he testified, under oath, that he didnâ€™t believe tâ€_",0,
RT @ILGOP: .@SAKimFoxxâ€™s incompetence is making the people of Cook County less safe. While most agree that criminal justice reform is needeâ€_,1,
Justice? The whole thing stinks. Hope the brothers win the case even though they are complicit in this 'not crime?'. https://t.co/pKsxP3MhHd,1,
"RT @keithboykin: New video shows Chicago police officers dragging a 16-year-old black girl down a flight of stairs, punching her, kicking hâ€_",1,
"@ukedchat #UKEdChat A4 - School leaders must practice what they preach. They will invest in you as a person. Thisâ€_ https://t.co/szgobNH4DY",0,
RT @CAFODSchools: Looking for new free CPD? Register now for one of our #ConnectingClassrooms courses https://t.co/0q0COCbmb0 https://t.co/â€_,0,
"RT @csutton1959: watching Fox News. looks like Smollett and crew are being held accountable by attorneys for the city of Chicago, the Chicaâ€_",0,
@ChicagoCAPS14 @Chicago_Police Better than Cersei!,1,
"""With the new IRR, there are now those who are exempted in accomplishing the required CPD units. The Overseas Filipâ€_ https://t.co/PdeEAryzl3",0,
"RT @jcsosazpurua: The Beatles, The Rolling Stones; U2; Kings of Leon; Coldplay; Dire Straits; Tears for fears; Duran Duran; Bon Jovi; Queenâ€_",0,
@TalbertSwan @Chicago_Police Nobody wants to say #FTP BUT #FTP!!! Seeing this is errday has not desensitized me...â€_ https://t.co/3AsvhmIiL5,0,
RT @UoNSoEHistory: Are you an East Mids #historyteacher? Thinking of developing a more #diverse #History #curriculum?  Keen for subject speâ€_,0,
RT @BowChicaaWowWow: @illuminatemics Last summer police scanners gave the play by play. CTA reports to CPD when crowds of teens get on theâ€_,1,
"RT @cbschicago: Hundreds Of Teens Run Through Downtown Chicago, Fighting And DisobeyingÂ Police https://t.co/fFVt00p3aI https://t.co/UnMig6Qâ€_",1,
"@larryelder When they came up with that Blue Klux Klan allegation against the police, I couldn't believe it. Afterâ€_ https://t.co/slPFfVbhKP",1,
"RT @APConnectUK: Bookings just opened for @E_T_Foundation 3-day 'Developing APs' CPD programme - 20 &amp; 21 June 2019, Birmingham - https://t.â€_",0,
@ACEMcCormack @rolynhome @MattHancock @TheDA_UK @guardian The government does not take training of doctors seriouslâ€_ https://t.co/kjL7Ur4rQD,0,
"RT @CBSNews: MOMENTS AGO: Lawyers representing Osundario brothers speak after filing lawsuit against ""Empire"" actor Jussie Smollett: ""My ciâ€_",0,
"RT @Lnnie: ""The almost exclusive alliance on militarized police to deal with profound inequality and social problems is turning poor neighbâ€_",1,
"RT @memberwisejobs: This latest vacancy, Membership Account Manager, is responsible for implementing the annual membership strategy and repâ€_",0,
"*What helps you to develop your business-writing skills?*My latest #blog https://t.co/ChCFkvyymk#writingâ€_ https://t.co/IfFqiD9HXt",0,
John Legend Takes Chicago Police Union To Task In Scathing Op-Ed https://t.co/wCPyhE24bt,1,
Paul O'Brien @apsetweets will be starting the #ILPSummit off in June with his CPD paper on 'Fighting for Funding' -â€_ https://t.co/zVY2lxmsrP,0,
"Following two days of #ALS with NUH, I have been able to put my learning into practice as Iâ€™m back home teaching ouâ€_ https://t.co/RV6YoWXoji",0,
#fridaymorning #cpd from @Zoe_Hooton ; Part 1 of her #dissertation for her recent MA Conversation qualification onâ€_ https://t.co/Uk09Dfp5yo,0,
#Smollett   Kim Foxx Aide Called Chicago Police â€˜The Worstâ€™ Amid Smollett Firestorm https://t.co/F9A5nTI2JH via @BreitbartNews,1,
"RT @STEMLearningUK: We provide high-quality, online professional development so you can learn wherever and whenever suits you. Whether you'â€_",0,
"RT @ASTsupportAAli: https://t.co/HNeOX77cB8 From September 2019 Iâ€™ll be available on Fridays to: Deliver Keynotes- on the value/importancâ€_",0,
"RT @southcentralslp: Are you interested in Science Education Research? If so join Niki Kaiser @chemDrK  CPD on ""Using Research to Shape, Inâ€_",0,
Klay ass really dress like an undercover cop. All the leather jackets and jeans he came to the games in _Ÿ˜‚_Ÿ˜‚ https://t.co/f0H7P5O9hY,0,
RT @bad_min_ton: #Step10 Delighted to announce that the @CaraCentre_ie training and education workshops are now officially included as partâ€_,0,
RT @OneGovernor: Tonightâ€™s training at Trafford town hall with some wonderful governors volunteering even more of their time #CPD #governorâ€_,0,
"@Da_Cockster @LadyBartinney Yeah, Chicago ""Police"" even went over to help Johannesburg ""Police"". Won't be surprisedâ€_ https://t.co/ehTJmdlGTS",1,
RT @CIOLScotland: Would you like to know more about the Spanish media coverage of #Brexit? Come and join us  welcome Dr @FernandoLSolis @UWâ€_,0,
Where's the police urgency over this missing Chicago woman? https://t.co/Ffcql6aO7T via @suntimes,1,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
Join us at #ParaConf19 to hear from Hannah Fry @FryRsquared on the fascinating topic of how mathematics can apply tâ€_ https://t.co/K2fLIdodoh,0,
SWEEEEEP!!!! All levels win in two tonight! #CPD #notsatisfied https://t.co/9QQrN2VdXD,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
"looking for info onEugene ""Geno KuffelCPDdob 7/23/1946dod  10/05/1985",0,
Help teachers in Zambia while also examining your own approach to pedagogy â€“ join @tes and @Camfed in Sheffield onâ€_ https://t.co/kD478v6dG3,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?httpâ€_",1,
RT @Suntimes: Mother Kaliyah Stokes and baby are doing great. https://t.co/AHm1XFJftE,0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @ColorOfChange: Police are trying to force Kim Foxx, Chicago's first Black Woman State's Attorney, to resign b/c of her commitment to deâ€_",1,
"RT @CPDAccGroup: 'Boring #CPD sessions turn teachers into stroppy teenagers' Without sufficient stimulation, even usually reasonable colleaâ€_",0,
"@notbenfish @coil_boner Connor, jokes about jerking off while making eye contact with a literal baby  _Ÿ˜´ Ben, usesâ€_ https://t.co/Xld1jO1PH4",0,
@samneale11 @Connor_Wxm @joshparr00 â€œ... thousandâ€ù,0,
#CPD where is #kierracoles,1,
RT @NASUWT: Conference currently debating a call for a statutory contractual entitlement to CPD for all teachers &amp; school leaders. The NASUâ€_,0,
RT @illuminatemics: but why are the police mobilizing like this because young people are downtown on a beautiful day during their spring brâ€_,1,
"RT @nprscottsimon: Doing a story, alas, on police suicides, they found an old photo of my grandfather, Sgt Lyons CPD, Shakespeare District.â€_",1,
RT @womensmarch: Last weekend #WomensMarch chapter leaders from all over the country convened in Chicago for an organizing retreat. They wiâ€_,0,
@OfArmyPast @OfABrassHeart @LooseCannon_CPD @xProtectNServe @DeadlyToxicRp_ promised to take her to the park but heâ€_ https://t.co/9j6UavM5vi,1,
i do need someone to cop me chicago 1's tho. better than the breds tbh,0,
@leedanielsent @EmpireFOX The ENTIRE Police force in Chicago is looking for Jamal Lyon! https://t.co/KodC0tV9i9,1,
Chile the Chicago police done found 5 human hearts in an alley way! What is going on out there!,1,
"RT @nbcchicago: Arrests for brawls, phone thefts after 500 kids descend on downtown Chicago, police say https://t.co/xeYeWkjrlQ https://t.câ€_",1,
"RT @ChiefKyes: CPD, Transit Police &amp; MSP are investigating a fatal accident on Everett Ave at the on-ramp to the Tobin Bridge. The accidentâ€_",0,
"RT @KingTrillaX: Welcome to Chicago where if we donâ€™t kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
